,Title,Year,Authors,Venue,URL,Group,Abstract,Keywords
358,Interactive data collection for deep learning object detectors on humanoid robots,2017,"Maiettini E., Pasquale G., Rosasco L., Natale L.",IEEE-RAS International Conference on Humanoid Robots,https://doi.org/10.1109/HUMANOIDS.2017.8246973,LCSL,"Deep Learning (DL) methods are notoriously data hungry. Their adoption in robotics is challenging due to the cost associated with data acquisition and labeling. In this paper we focus on the problem of object detection, i.e. the simultaneous localization and recognition of objects in the scene, for which various DL architectures have been proposed in the literature. We propose to use an automatic annotation procedure, which leverages on human-robot interaction and depth-based segmentation, for the acquisition and labeling of training examples. We fine-tune the Faster R-CNN [36] network with these data acquired by the robot autonomously. We measure the performance on the same dataset and investigate the generalization abilities of the network on different settings and in absence of explicit segmentation, showing good detection performance. Experiments on the iCub humanoid robot [25] show that the proposed strategy is effective and can be used to deploy deep object detection algorithms on a robot.","Feature extraction, Training, Robot kinematics, Object detection, Computer architecture"
359,Invariant recognition predicts tuning of neurons in sensory cortex,2017,"Mutch J., Anselmi F., Tacchetti A., Rosasco L., Leibo J.Z., Poggio T.",Cognitive Science and Technology,https://doi.org/10.1007/978-981-10-0213-7_5,LCSL,"Tuning properties of simple cells in cortical V1 can be described in terms of a “universal shape” characterized quantitatively by parameter values which hold across different species (Jones and Palmer 1987; Ringach 2002; Niell and Stryker 2008). This puzzling set of findings begs for a general explanation grounded on an evolutionarily important computational function of the visual cortex. We show here that these properties are quantitatively predicted by the hypothesis that the goal of the ventral stream is to compute for each image a “signature” vector which is invariant to geometric transformations (Anselmi et al. 2013b). The mechanism for continuously learning and maintaining invariance may be the memory storage of a sequence of neural images of a few (arbitrary) objects via Hebbian synapses, while undergoing transformations such as translation, scale changes and rotation. For V1 simple cells this hypothesis implies that the tuning of neurons converges to the eigenvectors of the covariance of their input. Starting with a set of dendritic fields spanning a range of sizes, we show with simulations suggested by a direct analysis, that the solution of the associated “cortical equation” effectively provides a set of Gabor-like shapes with parameter values that quantitatively agree with the physiology data. The same theory provides predictions about the tuning of cells in V4 and in the face patch AL (Leibo et al. 2013a) which are in qualitative agreement with physiology data.","Deep Neural Network, Gabor Wavelet, Independent Component Analysis, Simple Cell, Visual Experience"
360,Investigating natural interaction in augmented reality environments using motion qualities,2017,"Chessa M., Noceti N.","VISIGRAPP 2017 - Proceedings of the 12th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",https://doi.org/10.5220/0006268401100117,MLV,Digital Library,
361,Investigating the use of space-time primitives to understand human movements,2017,"Malafronte D., Goyal G., Vignolo A., Odone F., Noceti N.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),https://doi.org/10.1007/978-3-319-68560-1_4,MLV, , 
362,Local spatio-temporal representation using the 3D shearlet transform,2017,"Malafronte D., Odone F., De Vito E.","2017 12th International Conference on Sampling Theory and Applications, SampTA 2017",https://doi.org/10.1109/SAMPTA.2017.8024409,CHarML,"In this work we address the problem of analyzing video sequences and representing meaningful space-time points of interest. We base our work on the 3D shearlet transform. In particular, we exploit the relation between coefficients with similar shearings to build a local representation which turns out to be really informative to understand the local spatio-temporal characteristics of the points that we are considering.","Shape, Three-dimensional displays, Two dimensional displays, Electronic mail, Shearing, Transforms, Video sequences"
363,Mathematical analysis of ultrafast ultrasound imaging,2017,"Alberti G.S., Ammari H., Romero F., Wintz T.",SIAM Journal on Applied Mathematics,https://doi.org/10.1137/16M107102X,CHarML,"This paper provides a mathematical analysis of ultrafast ultrasound imaging. This newly emerging modality for biomedical imaging uses plane waves instead of focused waves in order to achieve very high frame rates. We derive the point spread function of the system in the Born approximation for wave propagation and study its properties. We consider dynamic data for blood flow imaging, and introduce a suitable random model for blood cells. We show that a singular value decomposition method can successfully remove the clutter signal by using the different spatial coherences of tissue and blood signals, thereby providing high-resolution images of blood vessels, even in cases when the clutter and blood speeds are comparable in magnitude. Several numerical simulations are presented to illustrate and validate the approach.","35R30, 65Z05, blood flow imaging, ultrafast ultrasound imaging, 74J25, Casorati matrix, singular value decomposition"
364,"Multiscale geometric methods for data sets I: Multiscale SVD, noise and curvature",2017,"Little A.V., Maggioni M., Rosasco L.",Applied and Computational Harmonic Analysis,https://doi.org/10.1016/j.acha.2015.09.009,LCSL,"Large data sets are often modeled as being noisy samples from probability distributions μ in RD, with D large. It has been noticed that oftentimes the support M of these probability distributions seems to be well-approximated by low-dimensional sets, perhaps even by manifolds. We shall consider sets that are locally well-approximated by k-dimensional planes, with k≪D, with k-dimensional manifolds isometrically embedded in RD being a special case. Samples from μ are furthermore corrupted by D-dimensional noise. Certain tools from multiscale geometric measure theory and harmonic analysis seem well-suited to be adapted to the study of samples from such probability distributions, in order to yield quantitative geometric information about them. In this paper we introduce and study multiscale covariance matrices, i.e. covariances corresponding to the distribution restricted to a ball of radius r, with a fixed center and varying r, and under rather general geometric assumptions we study how their empirical, noisy counterparts behave. We prove that in the range of scales where these covariance matrices are most informative, the empirical, noisy covariances are close to their expected, noiseless counterparts. In fact, this is true as soon as the number of samples in the balls where the covariance matrices are computed is linear in the intrinsic dimension of M. As an application, we present an algorithm for estimating the intrinsic dimension of M.","Covariance matrix estimation, Geometric measure theory, Intrinsic dimension estimation, Manifold learning, Multiscale analysis, Multiscale singular values, Point cloud data"
365,Optimal rates for multi-pass stochastic gradient methods,2017,"Lin J., Rosasco L.",Journal of Machine Learning Research,https://www.jmlr.org/papers/volume18/17-176/17-176.pdf,LCSL,"We analyze the learning properties of the stochastic gradient method when multiple passes over the data and mini-batches are allowed. We study how regularization properties are controlled by the step-size, the number of passes and the mini-batch size. In particular, we consider the square loss and show that for a universal step-size choice, the number of passes acts as a regularization parameter, and optimal ﬁnite sample bounds can be achieved by early-stopping. Moreover, we show that larger step-sizes are allowed when considering mini-batches. Our analysis is based on a unifying approach, encompassing both batch and stochastic gradient methods as special cases. As a byproduct, we derive optimal convergence results for batch gradient methods (even in the non-attainable cases).",
366,PALLADIO: A parallel framework for robust variable selection in high-dimensional data,2017,"Barbieri M., Fiorini S., Tomasi F., Barla A.","Proceedings of PyHPC 2016: 6th Workshop on Python for High-Performance and Scientific Computing - Held in conjunction with SC16: The International Conference for High Performance Computing, Networking, Storage and Analysis",https://doi.org/10.1109/PyHPC.2016.007,LCSL,"The main goal of supervised data analytics is to model a target phenomenon given a limited amount of samples, each represented by an arbitrarily large number of variables. Especially when the number of variables is much larger than the number of available samples, variable selection is a key step as it allows to identify a possibly reduced subset of relevant variables describing the observed phenomenon. Obtaining interpretable and reliable results, in this highly indeterminate scenario, is often a non-trivial task. In this work we present PALLADIO, a framework designed for HPC cluster architectures, that is able to provide robust variable selection in high-dimensional problems. PALLADIO is developed in Python and it integrates CUDA kernels to decrease the computational time needed for several independent element-wise operations. The scalability of the proposed framework is assessed on synthetic data of different sizes, which represent realistic scenarios.","Predictive models, machine learning, Mathematical model, Data analysis, Graphics processing units, Input variables, Measurement, parallel algorithms, predictive models, Robustness, variable selection"
367,Perimeter as relaxed Minkowski content in metric measure spaces,2017,"Ambrosio L., Di Marino S., Gigli N.","Nonlinear Analysis, Theory, Methods and Applications",https://doi.org/10.1016/j.na.2016.03.010,CHarML,In this note we prove that on general metric measure spaces the perimeter is equal to the relaxation of the Minkowski contents w.r.t. convergence in measure.,"BV functions, Minkowski content, Perimeter"
368,"Recent progress in shearlet theory: systematic construction of shearlet dilation groups, characterization of wavefront sets, and new embeddings",2017,"Alberti G.S., Dahlke S., De Mari F., De Vito E., Führ H.",Applied and Numerical Harmonic Analysis,https://doi.org/10.1007/978-3-319-55550-8_7,CHarML,"The class of generalized shearlet dilation groups has recently been developed to allow the unified treatment of various shearlet groups and associated shearlet transforms that had previously been studied on a case-by-case basis. We consider several aspects of these groups: Firstly, their systematic construction from associative algebras, secondly, their suitability for the characterization of wavefront sets, and finally, the question of constructing embeddings into the symplectic group in a way that intertwines the quasi-regular representation with the metaplectic one. For all questions, it is possible to treat the full class of generalized shearlet groups in a comprehensive and unified way, thus generalizing known results to an infinity of new cases. Our presentation emphasizes the interplay between the algebraic structure underlying the construction of the shearlet dilation groups, the geometric properties of the dual action, and the analytic properties of the associated shearlet transforms.",
369,Regularized Kernel Algorithms for Support Estimation,2017,"Rudi A., De Vito E., Verri A., Odone F.",Frontiers in Applied Mathematics and Statistics,https://doi.org/10.3389/fams.2017.00023,CHarML,"In the framework of non-parametric support estimation, we study the statistical properties of a set estimator defined by means of Kernel Principal Component Analysis. Under a suitable assumption on the kernel, we prove that the algorithm is strongly consistent with respect to the Hausdorff distance. We also extend the above analysis to a larger class of set estimators defined in terms of a low-pass filter function. We finally provide numerical simulations on synthetic data to highlight the role of the hyper parameters, which affect the algorithm.",
370,Scale Invariant and Noise Robust Interest Points with Shearlets,2017,"Duval-Poo M.A., Noceti N., Odone F., De Vito E.",IEEE Transactions on Image Processing,https://doi.org/10.1109/TIP.2017.2687122,CHarML,"Shearlets are a relatively new directional multi-scale framework for signal analysis, which have been shown effective to enhance signal discontinuities, such as edges and corners at multiple scales even in the presence of a large quantity of noise. In this paper, we consider blob-like features in the shearlets framework. We derive a measure, which is very effective for blob detection, and, based on this measure, we propose a blob detector and a keypoint description, whose combination outperforms the state-of-the-art algorithms with noisy and compressed images. We also demonstrate that the measure satisfies the perfect scale invariance property in the continuous case. We evaluate the robustness of our algorithm to different types of noise, including blur, compression artifacts, and Gaussian noise. Furthermore, we carry on a comparative analysis on benchmark data, referring, in particular, to tolerance to noise and image compression.","Feature extraction, Shearlets, Detectors, Shearing, Transforms, Algorithm design and analysis, blob detection, Image coding, image features, keypoint description, multi-scale image analysis, Noise measurement, scale selection"
371,Shearlets as multi-scale Radon transform,2017,"Bartolucci F., De Mari F., De Vito E., Odone F.","2017 12th International Conference on Sampling Theory and Applications, SampTA 2017",https://doi.org/10.1109/SAMPTA.2017.8024400,CHarML,"We show that the 2D-shearlet transform is the composition of the affine Radon transform, a 1D-wavelet transform and a 1D-convolution.","Algorithm design and analysis, Radio frequency, Radon, Signal analysis, Wavelet domain, Wavelet transforms"
372,Special Issue on: A sense of interaction in humans and robots: From visual perception to social cognition,2017,"Sciutti A., Noceti N.",IEEE Transactions on Cognitive and Developmental Systems,https://doi.org/10.1109/TCDS.2017.2678779,MLV, , 
373,Stochastic gradient methods for stochastic model predictive control,2017,"Themelis A., Villa S., Patrinos P., Bemporad A.","2016 European Control Conference, ECC 2016",https://doi.org/10.1109/ECC.2016.7810279,LCSL,"We introduce a new stochastic gradient algorithm, SAAGA, and investigate its employment for solving Stochastic MPC problems and multi-stage stochastic optimization programs in general. The method is particularly attractive for scenario-based formulations that involve a large number of scenarios, for which “batch” formulations may become inefficient due to high computational costs. Benefits of the method include cheap computations per iteration and fast convergence due to the sparsity of the proposed problem decomposition.","Context, Convergence, Stochastic processes, Measurement, Gradient methods, Indexes, Predictive control"
374,The complexity of biological motion,2017,"Vignolo A., Noceti N., Sciutti A., Rea F., Odone F., Sandini G.","2016 Joint IEEE International Conference on Development and Learning and Epigenetic Robotics, ICDL-EpiRob 2016",https://doi.org/10.1109/DEVLRN.2016.7846792,MLV,"Human neonates show a natural predisposition towards biological motion: despite the limited visual information available, they can distinguish the movement of other living agents from object motion. This ability has been suggested to be the basis for identifying conspecifics from birth, hence representing a fundamental skill for the development of social interaction. Inspired by this, we propose a computational model to detect biological motion in video sequences acquired by the iCub humanoid robot, as a first step to improve its action understanding and interaction capabilities in a developmental perspective. We propose a temporal multi-resolution motion description which automatically copes with different dynamics and builds on top of low-level features that capture biological motion regularities. The starting point of the representation is the optical flow, a low-level measurement which simulates the limited amount of visual information available at birth. The description is evaluated in its capability to discriminate between biological and non-biological movements. We show how a temporal multi-resolution descriptor can effectively deal with dynamic events of variable temporal duration and complexity. Then we provide evidence that our approach guarantees a robust classification of biological versus non-biological video sequences, which generalizes to new scenarios, including new agents and new actions, also in presence of severe occlusions.","Kernel, Visualization, Videos, Video sequences, Biology, Dynamics, Pediatrics"
375,Visual recognition for humanoid robots,2017,"Fanello S.R., Ciliberto C., Noceti N., Metta G., Odone F.",Robotics and Autonomous Systems,https://doi.org/10.1016/j.robot.2016.10.001,MLV,"Visual perception is a fundamental component for most robotics systems operating in human environments. Specifically, visual recognition is a prerequisite to a large variety of tasks such as tracking, manipulation, human–robot interaction. As a consequence, the lack of successful recognition often becomes a bottleneck for the application of robotics system to real-world situations. In this paper we aim at improving the robot visual perception capabilities in a natural, human-like fashion, with a very limited amount of constraints to the acquisition scenario. In particular our goal is to build and analyze a learning system that can rapidly be re-trained in order to incorporate new evidence if available. To this purpose, we review the state-of-the-art coding–pooling pipelines for visual recognition and propose two modifications which allow us to improve the quality of the representation, while maintaining real-time performances: a coding scheme, Best Code Entries (BCE), and a new pooling operator, Mid-Level Classification Weights (MLCW). The former focuses entirely on sparsity and improves the stability and computational efficiency of the coding phase, the latter increases the discriminability of the visual representation, and therefore the overall recognition accuracy of the system, by exploiting data supervision. The proposed pipeline is assessed from a qualitative perspective on a Human–Robot Interaction (HRI) application on the iCub platform. Quantitative evaluation of the proposed system is performed both on in-house robotics data-sets (iCubWorld) and on established computer vision benchmarks (Caltech-256, PASCAL VOC 2007). As a byproduct of this work, we provide for the robotics community an implementation of the proposed visual recognition pipeline which can be used as perceptual layer for more complex robotics applications.","iCub, Sparse representations, Human–Robot Interaction, Learning and interaction, Visual recognition"
376,Why and when can deep-but not shallow-networks avoid the curse of dimensionality: A review,2017,"Poggio T., Mhaskar H., Rosasco L., Miranda B., Liao Q.",International Journal of Automation and Computing,https://doi.org/10.1007/s11633-017-1054-2,LCSL,"The paper reviews and extends an emerging body of theoretical results on deep learning including the conditions under which it can be exponentially better than shallow learning. A class of deep convolutional networks represent an important special case of these conditions, though weight sharing is not the main reason for their exponential advantage. Implications of a few key theorems are discussed, together with new results, open problems and conjectures.",
377,A multi-camera system for damage and tampering detection in a postal security framework,2018,"Noceti N., Zini L., Odone F.",Eurasip Journal on Image and Video Processing,https://doi.org/10.1186/s13640-017-0242-x,MLV,"In this paper, we describe a multi-camera system for parcel inspection which detects signs of damages and cues of tampering. The proposed system has been developed within the EU project SAFEPOST as a part of a multi-sensor scanning modality, to enhance safety and security of parcels travelling on the European Postal Supply Chain. Our work addresses in particular the safety of valuable goods, whose presence on the postal supply chain is in steady growth. The method we propose is based on extracting 3D shape and appearance information, detecting in real-time signs of damages or tampering, and storing the model for future comparative analysis when required by the system. We provide an experimental evidence of the effectiveness of the method, both in laboratory and field tests.","3D shape reconstruction, Damage and tampering detection, Multi-camera system, Parcel scanning, Postal security application"
378,A visual computing approach for estimating the motility index in the frail elder,2018,"Martini C., Noceti N., Chessa M., Barla A., Cella A., Rollandi G.A., Pilotto A., Verri A., Odone F.","VISIGRAPP 2018 - Proceedings of the 13th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",https://doi.org/10.5220/0006602004390445,"MLV, PiMLB",Digital Library,
379,Consistent learning by composite proximal thresholding,2018,"Combettes P.L., Salzo S., Villa S.",Mathematical Programming,https://doi.org/10.1007/s10107-017-1133-8,LCSL,"We investigate the modeling and the numerical solution of machine learning problems with prediction functions which are linear combinations of elements of a possibly infinite dictionary of functions. We propose a novel flexible composite regularization model, which makes it possible to incorporate various priors on the coefficients of the prediction function, including sparsity and hard constraints. We show that the estimators obtained by minimizing the regularized empirical risk are consistent in a statistical sense, and we design an error-tolerant composite proximal thresholding algorithm for computing such estimators. New results on the asymptotic behavior of the proximal forward–backward splitting method are derived and exploited to establish the convergence properties of the proposed algorithm. In particular, our method features a o(1 / m) convergence rate in objective values.",
380,Designing assistive tools for the market,2018,"Chessa M., Noceti N., Martini C., Solari F., Odone F.",Computer Vision For Assistive Healthcare,https://doi.org/10.1016/B978-0-12-813445-0.00012-5 ,MLV,"In this chapter we consider assistive environments and discuss the possible benefits for an aging population. As a study case we summarize the current state of a research project taking place in collaboration with Galliera Hospital (Genoa, Italy). A protected discharge model is being developed to assist elderly users after they have been dismissed from the hospital and before they are ready to go back home, with the perspective of coaching them towards a healthy lifestyle. We focus in particular on the vision-based modules designed to automatically estimate a frailty index of the patient that would allow physicians to assess the patient's health status and state of mind. We contribute to this frailty index by supplying a set of motility features obtained by continuously analyzing the motion patterns of the patient. We show very promising results which have received positive feedback from the geriatricians participating in the project.",Assistive environmentsVision-based setupsMotion analysisElderly monitoringMotility index estimationRGB-D sensors
381,Designing audio-visual tools to support multisensory disabilities,2018,"Noceti N., Giuliani L., Sosa-García J., Brayda L., Trucco A., Odone F.",Multimodal Behavior Analysis in the Wild: Advances and Challenges.,https://doi.org/10.1016/B978-0-12-814601-9.00013-4,MLV, , 
382,Dirichlet-based Gaussian processes for large-scale calibrated classification,2018,"Milios D., Camoriano R., Michiardi P., Rosasco L., Filippone M.",Advances in Neural Information Processing Systems,https://papers.nips.cc/paper/2018/hash/b6617980ce90f637e68c3ebe8b9be745-Abstract.html,LCSL,,
383,Generalization properties of doubly stochastic learning algorithms,2018,"Lin J., Rosasco L.",Journal of Complexity,https://doi.org/10.1016/j.jco.2018.02.004,LCSL,"Doubly stochastic learning algorithms are scalable kernel methods that perform very well in practice. However, their generalization properties are not well understood and their analysis is challenging since the corresponding learning sequence may not be in the hypothesis space induced by the kernel. In this paper, we provide an in-depth theoretical analysis for different variants of doubly stochastic learning algorithms within the setting of nonparametric regression in a reproducing kernel Hilbert space and considering the square loss. Particularly, we derive convergence results on generalization error for the studied algorithms either with or without an explicit penalty term. To the best of our knowledge, the derived results for the unregularized variants are the first of this kind, while the results for the regularized variants improve those in the literature. The novelties in our proof are a sample error bound that requires controlling the trace norm of a cumulative operator, and a refined analysis of bounding initial error.","Doubly stochastic algorithm, Kernel method, Nonparametric regression"
384,Guest Editorial A Sense of Interaction in Humans and Robots: From Visual Perception to Social Cognition,2018,"Sciutti A., Noceti N.",IEEE Transactions on Cognitive and Developmental Systems,https://doi.org/10.1109/TCDS.2018.2883166,MLV,"Human ability to interact with one another is substantially strengthened by vision, with several visual processes tuned to support prosocial behaviors since early infancy. A key challenge of robotics research is to provide artificial agents with similar advanced visual perception skills, with the ultimate goal of designing machines able to recognize and interpret both explicit and implicit communication cues embedded in human behaviors. This special issue addresses this challenge, with a focus both on understanding human perception supporting interaction abilities and on the implementation perspective, considering new algorithms and modeling efforts brought forward to improve current robotics. This multidisciplinary effort aims to bring innovations not only in human–machine interaction but also in domains such as developmental psychology and cognitive rehabilitation.","Visualization, Humanoid robots, Man machine systems, Robot sensing systems, Social factors, Special issues and sections"
385,Hey there's DALILA: A dictionary learning library,2018,"Tozzo V., D'Amario V., Barla A.",OpenAccess Series in Informatics,https://doi.org/10.4230/OASIcs.ICCSW.2017.6,LCSL,,"Machine learning, alternating proximal gradient descent, dictionary learning, parallel computing, representation learning"
386,Hölder regularity for Maxwell’s equations under minimal assumptions on the coefficients,2018,Alberti G.S.,Calculus of Variations and Partial Differential Equations,https://doi.org/10.1007/s00526-018-1358-2,CHarML,"We prove global Hölder regularity for the solutions to the time-harmonic anisotropic Maxwell’s equations, under the assumptions of Hölder continuous coefficients. The regularity hypotheses on the coefficients are minimal. The same estimates hold also in the case of bianisotropic material parameters.",
387,Iterative Regularization via Dual Diagonal Descent,2018,"Garrigos G., Rosasco L., Villa S.",Journal of Mathematical Imaging and Vision,https://doi.org/10.1007/s10851-017-0754-0,LCSL,"In the context of linear inverse problems, we propose and study a general iterative regularization method allowing to consider large classes of data-fit terms and regularizers. The algorithm we propose is based on a primal-dual diagonal descent method. Our analysis establishes convergence as well as stability results. Theoretical findings are complemented with numerical experiments showing state-of-the-art performances.",
388,Latent variable time-varying network inference,2018,"Tomasi F., Salzo S., Tozzo V., Verri A.",Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,https://doi.org/10.1145/3219819.3220121,PiMLB,"In many applications of finance, biology and sociology, complex systems involve entities interacting with each other. These processes have the peculiarity of evolving over time and of comprising latent factors, which influence the system without being explicitly measured. In this work we present latent variable time-varying graphical lasso (LTGL), a method for multivariate time-series graphical modelling that considers the influence of hidden or unmeasurable factors. The estimation of the contribution of the latent factors is embedded in the model which produces both sparse and low-rank components for each time point. In particular, the first component represents the connectivity structure of observable variables of the system, while the second represents the influence of hidden factors, assumed to be few with respect to the observed variables. Our model includes temporal consistency on both components, providing an accurate evolutionary pattern of the system. We derive a tractable optimisation algorithm based on alternating direction method of multipliers, and develop a scalable and efficient implementation which exploits proximity operators in closed form. LTGL is extensively validated on synthetic data, achieving optimal performance in terms of accuracy, structure learning and scalability with respect to ground truth and state-of-the-art methods for graphical inference. We conclude with the application of LTGL to real case studies, from biology and finance, to illustrate how our method can be successfully employed to gain insights on multivariate time-series data.","convex optimization, graphical models, latent variables, network inference, time-series"
389,Solving lp-norm regularization with tensor kernels,2018,"Salzo S., Rosasco L., Suykens J.",Proceedings of AISTATS 2018,http://proceedings.mlr.press/v84/salzo18a/salzo18a.pdf,LCSL,"In this paper, we discuss how a suitable family of tensor kernels can be used to efficiently solve nonparametric extensions of lp regularized learning methods. Our main contribution is proposing a fast dual algorithm, and showing that it allows to solve the problem efficiently. Our results contrast recent findings suggesting kernel methods cannot be extended beyond Hilbert setting. Numerical experiments confirm the effectiveness of the method.",
390,Theory of deep learning iii: the non-overfitting puzzle,2018,"Poggio T., Kawaguchi K., Liao Q., Miranda B., Rosasco L., Boix X., Hidary J., Mhaskar H.",,https://cbmm.mit.edu/sites/default/files/publications/CBMM-Memo-073v3.pdf,LCSL,"A main puzzle of deep networks revolves around the apparent absence of overfitting intended as robustness of the expected error against overparametrization, despite the large capacity demonstrated by zero training error on randomly labeled data. In this note, we show that the dynamics associated to gradient descent minimization of nonlinear networks is topologically equivalent, near the asymptotically stable minima of the empirical error, to a gradient system in a quadratic potential with a degenerate (for square loss) or almost degenerate (for logistic or crossentropy loss) Hessian. The proposition depends on the qualitative theory of dynamical systems and is supported by numerical results. The result extends to deep nonlinear networks two key properties of gradient descent for linear networks, that have been recently recognized (1) to provide a form of implicit regularization...",
391,Forward-backward splitting for time-varying graphical models,2018,"Tomasi F., Tozzo V., Verri A., Salzo S.",Proceedings of PGM 2018,http://proceedings.mlr.press/v72/tomasi18a/tomasi18a.pdf,,"Gaussian graphical models have received much attention in the last years, due to their flexibility and expression power. However, the optimisation of such complex models suffer from computational issues both in terms of convergence rates and memory requirements. Here, we present a forward-backward splitting (FBS) procedure for Gaussian graphical modelling of multivariate time-series which relies on recent theoretical studies ensuring convergence under mild assumptions. Our experiments show that a FBS-based implementation achieves, with very fast convergence rates, optimal results with respect to ground truth and standard methods for dynamical network inference. Optimisation algorithms which are usually exploited for network inference suffer from drawbacks when considering large sets of s. Particularly for increasing data sets and model complexity, we argue for the use of fast and theoretically sound optimisation algorithms to be significant to the graphical modelling community.",
392,Data-driven continuous assessment of frailty in older people,2018,"Martini C., Barla A., Odone F., Verri A., Cella A., Rollandi G.A., Pilotto A.",Frontiers in Digital Humanities,https://internal-journal.frontiersin.org/articles/10.3389/fdigh.2018.00006/full,"LCSL, MLV","The process of aging affects an individual's potential in several dimensions, encompassing the physical, cognitive, psychological, economic, and social domains. The assessment of frailty in elderly patients is key to estimate their overall well-being and to predict mortality risk. In the clinical practice, frailty is usually estimated through medical tests and questionnaires performed sporadically. Continuous automatic assessment may help physicians in evaluating frailty by complementing their assessments with quantitative and non sporadic measurements. In this paper we present the state-of-the-art in frailty evaluation, we summarize recent research achievements that could lead to an improved assessment, and we illustrate a case study we are conducting in our institution. Finally, based on our experience and results, we comment on the open challenges of automatic assessment of frailty.",
393,Towards the Internet of Safe Postal+ Things,2018,"Ahsen W., Ancona D., Mascardi V., Noceti N., Odone F., Scribellito A.",Transportation Management,https://www.systems.enpress-publisher.com/index.php/TM/article/view/998,MLV,"SAFEPOST is an FP7 European project which was active from April 2012 to July 2016 with the goal of a “reuse and development of Security Knowledge assets for International Postal supply chains”, as its full title explains. SAFEPOST addressed threats to postal security by designing and experimenting a sensor network detection system including gas, radiation, Raman spectroscopy and image-based sensors. In 2015, while SAFEPOST was running, the US Postal Service and IBM suggested the idea of applying sensors to the postal infrastructure components to bring the acquired data to the next supply chain level and optimize efficiency and costs, leading to an Internet of Postal Things.","Internet of Things, Internet of Postal Things, Safety, Supply Chain"
394,IMPARARE AD INSEGNARE IL PENSIERO COMPUTAZIONALE: UN’ESPERIENZA DI VERA ALTERNANZA SCUOLA-LAVORO PRESSO L’UNIVERSITA’DI GENOVA,2018,"Barla A., Catania B., Chessa M., Delzanno G., Guerrini G., Mascardi V., Noceti N., Odone F.","Multiconferenza su E-learning, Media
Education & Moodlemoot 2018",,"LCSL, MLV","La legge 107/2015 nota come la Buona Scuola ha reso obbligatoria l’Alternanza scuola-lavoro in tutti gli indirizzi di studio della Scuola secondaria di II grado, per un minimo di 200 ore nel triennio dei Licei e di 400 ore negli Istituti Tecnici e Professionali. Il Corso di Studi in Informatica dell’Università di Genova, che proponeva da anni stage di orientamento alla scelta universitaria per studenti della scuola secondaria, si è trovato–come tutti gli altri Corsi di Studio in Italia–a dover gestire e possibilmente soddisfare le richieste delle scuole di riconoscere gli stage di orientamento come stage di Alternanza scuola-lavoro, per ottemperare a tale obbligo.",
395,Smart security: l'integrazione dei sistemi per la sicurezza urbana negli Early Warning Systems,2018,"Di Bella E., Corsi M., Odone F.",Smart security : evidence-based management per le policy di sicurezza,https://www.torrossa.com/en/resources/an/4403182,MLV,"Nel dibattito internazionale su come la governance di una città dovrebbe essere indirizzata al miglioramento della qualità della vita dei cittadini il concetto di Smart City, o città intelligente, sta avendo un ruolo sempre più centrale (si vedano, tra gli altri, Nam e Pardo, 2011). Sebbene i contorni che definiscono la nozione di Smart City siano parecchio sfumati (Boulton et al., 2011; Hollands, 2008), questa può essere ricondotta alla necessità di conciliare e soddisfare le esigenze dei cittadini, delle imprese e delle istituzioni anche grazie ad un ampio ed innovativo utilizzo della tecnologia. In quest’ottica, la governance della città deve essere basata su un insieme esaustivo di informazioni relative alle molteplici attività che hanno luogo negli spazi pubblici...",
396,Shearlets as Multi-scale Radon Transforms,2018,"De Mari F., De Vito E., Odone F.",Sampling Theory in Signal and Image Processing,https://www.researchgate.net/publication/349730584_Shearlets_as_Multi-scale_Radon_Transforms,CHarML,"We show that the 2D-shearlet transform is the composition of the affine Radon transform, a 1D-wavelet transform and a 1D-convolutio",
397,A Learning Theory Approach to a Computationally Efficient Parameter Selection for the Elastic Net,2018,"De Vito E., Kereta Ž., Naumova V.",ArXiv Preprint,http://simulamet.com/sites/default/files/publications/files/1809.08696.pdf,CHarML,"Despite recent advances in regularisation theory, the issue of parameter selection still remains a challenge for most applications. In a recent work the framework of statistical learning was used to approximate the optimal Tikhonov regularisation parameter from noisy data. In this work, we improve their results and extend the analysis to the elastic net regularisation, providing explicit error bounds on the accuracy of the approximated parameter and the corresponding regularisation solution in a simplified case. Furthermore, in the general case we design a data-driven, automated algorithm for the computation of an approximate regularisation parameter. Our analysis combines statistical learning theory with insights from regularisation theory. We compare our approach with state-of-the-art parameter selection criteria and illustrate its superiority in terms of accuracy and computational time on simulated and real data sets.",
